epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,7828.98,0.74717,0.5111,1.01924,0.92792,0.91057,0.94892,0.73815,0.92864,0.52864,1.22516,0.00159824,0.00159824,0.00159824
180,7871.44,0.75007,0.51526,1.01544,0.92763,0.91057,0.94877,0.73789,0.92828,0.52968,1.22555,0.00159405,0.00159405,0.00159405
181,7914.35,0.74223,0.50639,1.01238,0.92483,0.90854,0.94638,0.73814,0.93043,0.53082,1.22858,0.00158985,0.00158985,0.00158985
182,7956.9,0.73148,0.50083,1.0157,0.9196,0.90666,0.94596,0.73832,0.93062,0.53143,1.22947,0.00158562,0.00158562,0.00158562
183,7999.33,0.73931,0.50966,1.01727,0.91986,0.9098,0.94641,0.73902,0.93122,0.53013,1.23177,0.00158138,0.00158138,0.00158138
184,8041.84,0.72895,0.50201,1.01164,0.91269,0.91363,0.94671,0.73902,0.93148,0.53053,1.23173,0.00157713,0.00157713,0.00157713
185,8084.12,0.73534,0.50081,1.01233,0.91616,0.91059,0.94711,0.73879,0.93123,0.5319,1.23132,0.00157286,0.00157286,0.00157286
186,8127.03,0.73197,0.50259,1.01168,0.91625,0.91057,0.94736,0.7392,0.93025,0.5324,1.22978,0.00156857,0.00156857,0.00156857
187,8172.17,0.72969,0.49553,1.0163,0.92035,0.91057,0.94724,0.74005,0.92977,0.53301,1.22965,0.00156427,0.00156427,0.00156427
188,8218.82,0.73058,0.50018,1.00799,0.91781,0.9126,0.94747,0.74049,0.93033,0.53311,1.23047,0.00155996,0.00155996,0.00155996
189,8264.56,0.72885,0.49718,1.01526,0.91824,0.91306,0.94692,0.74061,0.93098,0.53215,1.23183,0.00155562,0.00155562,0.00155562
190,8311.09,0.74536,0.50546,1.01897,0.91833,0.91413,0.9463,0.74151,0.92957,0.53214,1.23107,0.00155128,0.00155128,0.00155128
191,8356.28,0.73258,0.50141,1.01738,0.91846,0.91576,0.9465,0.7393,0.92905,0.53107,1.23056,0.00154692,0.00154692,0.00154692
192,8401.81,0.72291,0.49598,1.01286,0.91912,0.91463,0.94674,0.74171,0.92793,0.53068,1.23001,0.00154254,0.00154254,0.00154254
193,8447.18,0.72983,0.50185,1.01054,0.92011,0.91301,0.9472,0.74033,0.92883,0.53069,1.23075,0.00153815,0.00153815,0.00153815
194,8492.16,0.72434,0.48887,1.00884,0.92015,0.91343,0.94773,0.74065,0.92819,0.53244,1.22952,0.00153374,0.00153374,0.00153374
195,8535.91,0.73377,0.50888,1.01414,0.9202,0.91401,0.9478,0.73988,0.92816,0.53328,1.22933,0.00152932,0.00152932,0.00152932
196,8576.82,0.71893,0.49136,1.00927,0.92025,0.9147,0.94762,0.74102,0.92957,0.53334,1.23032,0.00152489,0.00152489,0.00152489
197,8618.45,0.73435,0.49514,1.01505,0.92031,0.91667,0.94754,0.741,0.9309,0.53449,1.23234,0.00152044,0.00152044,0.00152044
198,8660.02,0.73156,0.50695,1.01471,0.91533,0.91667,0.94771,0.74199,0.92955,0.53673,1.23226,0.00151597,0.00151597,0.00151597
199,8702.22,0.72988,0.4974,1.01345,0.91644,0.91667,0.94811,0.74346,0.93057,0.53687,1.233,0.0015115,0.0015115,0.0015115
200,8744.62,0.73315,0.50648,1.01191,0.91472,0.91667,0.94828,0.74301,0.92984,0.53897,1.23219,0.001507,0.001507,0.001507
201,8788.5,0.7172,0.48382,1.01082,0.91424,0.91667,0.94838,0.74244,0.93089,0.53747,1.23263,0.0015025,0.0015025,0.0015025
202,8832.12,0.71562,0.49005,1.00266,0.91495,0.91837,0.94855,0.74312,0.93031,0.53928,1.23228,0.00149798,0.00149798,0.00149798
203,8876,0.72303,0.49647,1.01008,0.91476,0.91611,0.9489,0.74316,0.93044,0.54006,1.23298,0.00149345,0.00149345,0.00149345
204,8919.67,0.71929,0.48814,1.00262,0.91486,0.91733,0.94881,0.74343,0.93125,0.54093,1.23384,0.0014889,0.0014889,0.0014889
205,8963.34,0.71955,0.49446,1.0135,0.91624,0.91153,0.94906,0.74333,0.9311,0.54077,1.23328,0.00148434,0.00148434,0.00148434
206,9007.76,0.71179,0.47701,1.00486,0.91625,0.91168,0.94921,0.7426,0.93029,0.53965,1.23301,0.00147977,0.00147977,0.00147977
207,9049.4,0.70932,0.49165,1.00869,0.91676,0.91057,0.9493,0.74236,0.93103,0.54023,1.23286,0.00147519,0.00147519,0.00147519
208,9091.22,0.70277,0.48294,0.99565,0.91457,0.91388,0.9478,0.74357,0.92968,0.54014,1.2324,0.00147059,0.00147059,0.00147059
209,9133.08,0.70811,0.48306,1.00453,0.91663,0.9162,0.94916,0.74341,0.92905,0.53972,1.23154,0.00146598,0.00146598,0.00146598
210,9177.61,0.714,0.49021,1.00686,0.91214,0.91463,0.94876,0.74317,0.92905,0.54123,1.23137,0.00146136,0.00146136,0.00146136
211,9222.95,0.71573,0.48342,1.0078,0.91307,0.91463,0.94791,0.74175,0.92821,0.54299,1.22925,0.00145672,0.00145672,0.00145672
212,9268.44,0.71687,0.48808,1.00412,0.9126,0.91463,0.94781,0.74105,0.92736,0.544,1.22852,0.00145207,0.00145207,0.00145207
213,9314.12,0.71128,0.49227,1.01016,0.91248,0.91463,0.94794,0.74194,0.92578,0.54487,1.22759,0.00144741,0.00144741,0.00144741
214,9361.68,0.70478,0.47988,1.00602,0.91286,0.91552,0.94757,0.74167,0.92715,0.54523,1.22887,0.00144274,0.00144274,0.00144274
215,9409.26,0.70481,0.47535,1.00264,0.91286,0.91554,0.9493,0.74137,0.92866,0.54248,1.22974,0.00143805,0.00143805,0.00143805
216,9457.23,0.7172,0.4905,1.0097,0.91286,0.91559,0.94939,0.74181,0.92814,0.54347,1.22966,0.00143336,0.00143336,0.00143336
217,9505.13,0.70465,0.4806,1.00184,0.91027,0.91463,0.94926,0.74285,0.92849,0.54396,1.22956,0.00142865,0.00142865,0.00142865
218,9547.61,0.69798,0.4744,1.00631,0.93296,0.89228,0.94915,0.74258,0.92797,0.5433,1.22876,0.00142393,0.00142393,0.00142393
219,9587.49,0.70248,0.47757,0.99866,0.93055,0.89228,0.94916,0.74328,0.92651,0.54503,1.22681,0.0014192,0.0014192,0.0014192
220,9628.13,0.69724,0.47361,0.99733,0.93297,0.89431,0.95019,0.74386,0.92706,0.54433,1.22821,0.00141446,0.00141446,0.00141446
221,9667.72,0.70248,0.47247,0.99956,0.9344,0.89431,0.95002,0.74473,0.92669,0.5449,1.22784,0.0014097,0.0014097,0.0014097
222,9707.21,0.69869,0.46749,0.99818,0.92161,0.90806,0.95019,0.74414,0.9266,0.54432,1.22758,0.00140494,0.00140494,0.00140494
223,9746.36,0.69259,0.47193,0.99548,0.93477,0.89431,0.95004,0.74391,0.92649,0.54399,1.22733,0.00140016,0.00140016,0.00140016
224,9785.5,0.68135,0.46266,0.98837,0.9342,0.89431,0.95024,0.74615,0.9266,0.54344,1.22726,0.00139538,0.00139538,0.00139538
225,9825.22,0.69884,0.46557,0.993,0.93436,0.89431,0.95016,0.74495,0.92715,0.54375,1.22761,0.00139058,0.00139058,0.00139058
226,9865.76,0.69076,0.47006,0.99501,0.93775,0.89431,0.95024,0.74386,0.92755,0.54499,1.22779,0.00138577,0.00138577,0.00138577
227,9907.3,0.70459,0.46896,1.0011,0.93999,0.89431,0.94986,0.74393,0.92794,0.54496,1.22814,0.00138095,0.00138095,0.00138095
228,9953.01,0.68891,0.46411,0.99259,0.94155,0.89431,0.94959,0.74477,0.92825,0.5451,1.22805,0.00137612,0.00137612,0.00137612
229,10000.4,0.69181,0.46734,0.99551,0.93689,0.89431,0.94926,0.74292,0.93011,0.54391,1.23088,0.00137128,0.00137128,0.00137128
230,10046,0.68221,0.45619,0.98995,0.93586,0.89431,0.94921,0.74237,0.93082,0.54382,1.23157,0.00136643,0.00136643,0.00136643
231,10093.5,0.69081,0.46485,0.99599,0.93661,0.89431,0.94892,0.74291,0.93063,0.54213,1.23105,0.00136158,0.00136158,0.00136158
232,10139,0.69705,0.46804,0.99532,0.93756,0.89431,0.94906,0.74335,0.93062,0.5416,1.23081,0.00135671,0.00135671,0.00135671
233,10182.9,0.68017,0.46391,0.98919,0.93908,0.89431,0.94911,0.74293,0.93091,0.54181,1.23111,0.00135183,0.00135183,0.00135183
234,10229.8,0.69262,0.46475,0.9923,0.93957,0.89431,0.94879,0.74339,0.93171,0.53964,1.23187,0.00134694,0.00134694,0.00134694
235,10276.4,0.68294,0.46035,0.9918,0.94154,0.89634,0.95138,0.74457,0.93178,0.53832,1.23173,0.00134204,0.00134204,0.00134204
236,10322.2,0.68663,0.45919,0.99466,0.94051,0.89634,0.95092,0.74401,0.93156,0.53953,1.23136,0.00133714,0.00133714,0.00133714
237,10369.3,0.68971,0.46247,0.99346,0.9373,0.89431,0.94811,0.74254,0.93204,0.53962,1.23229,0.00133222,0.00133222,0.00133222
238,10414.1,0.68163,0.46651,0.99287,0.93644,0.89431,0.94797,0.74237,0.93202,0.53862,1.23215,0.0013273,0.0013273,0.0013273
239,10458.8,0.68055,0.46621,0.99227,0.93643,0.89431,0.94783,0.74268,0.93202,0.53965,1.23224,0.00132236,0.00132236,0.00132236
240,10502,0.6758,0.46056,0.98896,0.93793,0.89634,0.948,0.74433,0.93121,0.53988,1.2314,0.00131742,0.00131742,0.00131742
241,10546.1,0.68429,0.46064,0.986,0.93793,0.89634,0.94806,0.74262,0.93194,0.53925,1.23184,0.00131247,0.00131247,0.00131247
242,10590.6,0.68102,0.46099,0.98483,0.93624,0.89536,0.94765,0.74163,0.93128,0.53966,1.23153,0.00130751,0.00130751,0.00130751
243,10635.3,0.67009,0.45114,0.98867,0.93538,0.89431,0.94696,0.74202,0.93123,0.53892,1.23215,0.00130255,0.00130255,0.00130255
244,10679.6,0.67138,0.45293,0.99397,0.93475,0.89228,0.94688,0.74126,0.93078,0.53932,1.23184,0.00129757,0.00129757,0.00129757
245,10724,0.67546,0.45556,0.98914,0.93596,0.89115,0.94758,0.74217,0.92961,0.54154,1.23012,0.00129259,0.00129259,0.00129259
246,10769.5,0.67528,0.45155,0.98901,0.93582,0.88904,0.94767,0.74204,0.92997,0.54054,1.23078,0.0012876,0.0012876,0.0012876
247,10814.8,0.66612,0.44545,0.98318,0.93583,0.88918,0.94749,0.74209,0.93016,0.54032,1.23088,0.0012826,0.0012826,0.0012826
248,10860.4,0.67163,0.45527,0.98585,0.93586,0.88964,0.94685,0.74173,0.93061,0.53938,1.23261,0.00127759,0.00127759,0.00127759
249,10906.4,0.66902,0.45485,0.98826,0.9363,0.88821,0.94696,0.74252,0.93039,0.53924,1.23229,0.00127258,0.00127258,0.00127258
250,10953.7,0.68581,0.46537,0.99492,0.93588,0.88821,0.94676,0.74251,0.93055,0.53854,1.23283,0.00126755,0.00126755,0.00126755
251,10999.6,0.67619,0.45154,0.98885,0.9358,0.88876,0.94713,0.74168,0.92986,0.53958,1.23286,0.00126252,0.00126252,0.00126252
252,11042.7,0.67284,0.45009,0.98876,0.93789,0.89004,0.94681,0.74262,0.93104,0.53942,1.2342,0.00125749,0.00125749,0.00125749
253,11084.6,0.6661,0.44665,0.98646,0.93742,0.89024,0.94662,0.74274,0.93082,0.53889,1.23436,0.00125245,0.00125245,0.00125245
254,11128.4,0.6676,0.4473,0.9849,0.94302,0.88618,0.94714,0.74434,0.93109,0.53948,1.23436,0.0012474,0.0012474,0.0012474
255,11171.3,0.66971,0.44914,0.98799,0.94302,0.88618,0.94652,0.74298,0.9308,0.54044,1.23414,0.00124234,0.00124234,0.00124234
256,11214.7,0.66496,0.45269,0.9822,0.94303,0.88618,0.9464,0.74256,0.93032,0.53932,1.23391,0.00123728,0.00123728,0.00123728
257,11257.7,0.66406,0.44663,0.98126,0.94369,0.88561,0.94633,0.74312,0.92971,0.54086,1.23295,0.00123221,0.00123221,0.00123221
258,11300.1,0.66141,0.44468,0.98275,0.94365,0.88492,0.94606,0.74176,0.92902,0.54224,1.23147,0.00122713,0.00122713,0.00122713
259,11343.4,0.65418,0.44101,0.9766,0.94287,0.88415,0.94606,0.74214,0.92959,0.5422,1.23173,0.00122205,0.00122205,0.00122205
260,11386,0.66003,0.44547,0.98629,0.9441,0.88415,0.94674,0.74229,0.92961,0.53993,1.23358,0.00121697,0.00121697,0.00121697
261,11429.1,0.66765,0.4494,0.98513,0.94571,0.88506,0.94679,0.74272,0.93258,0.53908,1.2333,0.00121187,0.00121187,0.00121187
262,11472.1,0.66442,0.44323,0.98613,0.94573,0.88556,0.94663,0.74139,0.93298,0.53843,1.23412,0.00120677,0.00120677,0.00120677
263,11514.1,0.65541,0.43944,0.97818,0.94572,0.88531,0.94667,0.74207,0.93155,0.53939,1.2368,0.00120167,0.00120167,0.00120167
264,11555.6,0.66706,0.44746,0.97703,0.94572,0.88537,0.94711,0.74221,0.93429,0.53887,1.23598,0.00119656,0.00119656,0.00119656
265,11597.3,0.65993,0.44014,0.98125,0.94442,0.88415,0.94729,0.74067,0.93401,0.53871,1.23559,0.00119144,0.00119144,0.00119144
266,11638.9,0.65243,0.4359,0.98136,0.94423,0.88415,0.9475,0.74214,0.93447,0.53729,1.23562,0.00118632,0.00118632,0.00118632
267,11680.7,0.65695,0.44113,0.97984,0.94602,0.88618,0.94869,0.74353,0.93411,0.53735,1.23566,0.0011812,0.0011812,0.0011812
268,11722.6,0.65858,0.43599,0.97741,0.94473,0.88618,0.94868,0.74361,0.9342,0.53591,1.23528,0.00117607,0.00117607,0.00117607
269,11764.6,0.65602,0.43856,0.98022,0.9381,0.89328,0.94866,0.74353,0.93197,0.53756,1.23706,0.00117093,0.00117093,0.00117093
270,11806.8,0.65835,0.43626,0.9811,0.93811,0.89024,0.94877,0.74298,0.93205,0.53683,1.23711,0.0011658,0.0011658,0.0011658
271,11852.4,0.65866,0.43823,0.98056,0.93799,0.89156,0.94888,0.74238,0.93192,0.53788,1.2373,0.00116065,0.00116065,0.00116065
272,11898.3,0.65932,0.43789,0.97847,0.93797,0.89125,0.94906,0.74248,0.93197,0.53744,1.23706,0.0011555,0.0011555,0.0011555
273,11945.4,0.65793,0.44062,0.97456,0.93804,0.89244,0.94949,0.74274,0.93207,0.53715,1.23705,0.00115035,0.00115035,0.00115035
274,11991.1,0.64876,0.43862,0.97724,0.93813,0.89377,0.94937,0.74345,0.93166,0.53577,1.2368,0.0011452,0.0011452,0.0011452
